1152	Da Capo. .
1153	Wilkerson, Mark Ian (2006).
1154	Amazing Journey: The Life of Pete Townshend.
1155	Bad News Press. .
1156	Wiederhorn, Jon.
1157	Louder Than Hell: The Definitive Oral History of Metal.
1158	It Books, May 14, 2013 van Zoonen, Liesbet (2005).
1159	Entertaining the Citizen: When Politics and Popular Culture Converge.
1160	Rowman & Littlefield.
1161	.
1162	External linksnonoyesheavy metal music[ AllMusic entry] for heavy metal
1163	Fear of the Dark (Live in 1992)MaidenFear93.jpegsingleIron MaidenA Real Live One\\"Bring Your Daughter... to the Slaughter (Live)\\"\\"Be Quick or Be Dead (Live)\\"\\"Tailgunner (Live)\\"\\"Hooks in You (Live)\\"1 March 19931992Heavy metal7:22EMISteve HarrisWasting Love1992Hallowed Be Thy Name (Live in 1993)1993\\"Fear of the Dark\\" is a song by British heavy metal band Iron Maiden.
1164	Written by Steve Harris, the band's bass player and primary songwriter, it serves as the title track to Iron Maiden's 1992 album Fear of the Dark.
1165	The single \\"Fear of the Dark (live)\\" is the 26th single released by the band.
1166	This live version of the song (as well as the live versions of \\"Bring Your Daughter... to the Slaughter\\", \\"Be Quick or Be Dead\\", and \\"Tailgunner\\") are taken from the live album A Real Live One.
1167	The single reached number 8 in the UK charts.
1168	The live version of \\"Hooks in You\\" was recorded at the Wembley Arena, London, UK on 17 December 1990.
1169	 The initial pressing of the 7\\" cut-to-shape vinyl picture disc listed \\"Hooks in You\\" as the B-side but actually played \\"Tailgunner\\".
1170	 This mis-press was quickly corrected by EMI on future pressings.
1171	The song has been covered by German a cappella metal band van Canto on their album Hero, as well as the Italian metal band Graveworm on their 2001 album Scourge of Malice, by the also Italian death metal band Infernal Poetry on their 2005 album Beholding the Unpure and by the Finnish band Sturm und Drang as the bonus track on their 2008 album Rock 'n Roll Children.
1172	The song was covered by Fightstar for Kerrang!
1173	magazine's Maiden Heaven tribute album.
1174	The Flight 666 version of the song was released as downloadable content for the Rock Band video game series on 9 June 2009.
1175	\\"Fear of the Dark\\" was nominated for a Grammy Award in 1994 in the \\"Best Metal Performance\\" category, but lost to \\"I Don't Want To Change The World\\" by Ozzy Osbourne.
1176	When the song is performed live, the audience always sings along to the instrumental melody during the softer sections, at times becoming louder than the band themselves.
1177	It has been featured on all the band's live albums since its release.
1178	The single's cover art features Eddie playing Steve Harris' signature Fender Precision Bass.
1179	LyricsThe song's lyrics tell the story of a man who has always been intensely afraid of the dark.
1180	He recalls the many times he has walked alone, and recollections of the feeling of being followed while walking at night.
1181	Track listing\\"Fear of the Dark (Live)\\" (Steve Harris) – 7:22\\"Bring Your Daughter... to the Slaughter (Live)\\" (Bruce Dickinson) – 5:30 (UK CD single digipack)\\"Be Quick or Be Dead (Live)\\" (Bruce Dickinson, Janick Gers) - 3:20 (Holland CD single)\\"Tailgunner (Live)\\" (Bruce Dickinson, Steve Harris) (7\\" vinyl posterbag)
1182	\\"Hooks in You (Live)\\" (Bruce Dickinson, Adrian Smith) – 3:45 (all formats except 7\\" vinyl posterbag)
1183	Formats3-track CD digipack3-track CD2-track 7\\" vinyl posterbag2-track cut-to-shape vinyl picture discPersonnelBruce Dickinson – vocalsSteve Harris – bass guitar, backing vocalsDave Murray – guitarJanick Gers –guitar, backing vocalsNicko McBrain – drumsCoversGraveworm, for their 2001 album Scourge of Malice (often incorrectly attributed to Cradle of Filth or Children of Bodom).
1184	Alternative rock band Fightstar performed a cover of the song for the Kerrang!
1185	Maiden Heaven tribute album.
1186	Metal band Lonely The Brave covered the song and released as track 4 of Maiden Heaven Volume 2 tribute album in Kerrang Magazine Issue 1623.
1187	It was performed by Chuck Billy, Craig Goldy, Ricky Phillips, and Mikkey Dee for the tribute album Numbers from the Beast.
1188	The Finnish Metal/Rock band Sturm und Drang performed a cover of this song on their 2008 release \\"Rock N' Roll Children\\" as a bonus track A cappella metal band Van Canto covered it on their second album Hero.
1189	Doro Pesch performed with Blaze Bayley on a Classical live version in 2004 at Wacken Open Air with strings and acoustic guitars.
1190	Pentagram (only live).
1191	1200 Micrograms' High Paradise, released on the album Live in Brazil (and remixes of it on others) features this song heavily.
1192	Chart performanceChart (1993)
1193	PeakpositionFinland (Suomen virallinen lista)6Irish Singles Chart17UK Singles Chart8References
1194	Fear of the Dark may refer to:Fear of the dark, a common phobiaIn music:Fear of the Dark (Iron Maiden album) (1992)\\"Fear of the Dark\\" (song), a song by Iron MaidenFear of the Dark (Gordon Giltrap album)\\"Fear of the Dark\\", a 1981 song by Scars from Author!
1195	Author!
1196	\\"Scared of the Dark, a song by StepsIn film:Fear of the Dark (2001 film), an American filmFear(s) of the Dark, a 2007 French anthology filmFear of the Dark (2003 film), a 2003 Canadian horror film starring Jesse JamesIn literature:Fear of the Dark (novel), a Doctor Who novelFear of the Dark, a 2006 novel by Walter MosleyFear of the Dark, a 1988 novel by Gar Anthony Haywood which won the Shamus Award
1197	2005 film by Sam Dunn.
1198	Metal: A Headbanger's JourneyMETAL_POSTER.jpgOriginal Theatrical posterSam DunnJessica Joy
1199	WiseSam DunnScot McFadyenSam DunnScot McFadyenSam FeldmanBanger FilmsSeville PicturesWarner Home Video96 minutesEnglishCanada  Metal: A Headbanger's Journey is a 2005 documentary film directed by Sam Dunn with Scot McFadyen and Jessica Wise.
1200	The film follows 31-year-old Dunn, a Canadian anthropologist, who has been a heavy metal fan since the age of 12.
1201	Dunn sets out across the world to uncover the various opinions on heavy metal music, including its origins, culture, controversy, and the reasons it is loved by so many people.
1202	The film made its debut at the 2005 Toronto International Film Festival, and was released as a two-disc special edition DVD in the US on September 19, 2006.
1203	 A follow-up to the film titled Global Metal premiered at the Bergen International Film Festival on October 17, 2007, and saw limited release in theatres in June 2008.
1204	Dunn has also elaborated upon his \\"Heavy Metal Family Tree\\" in the VH1 series Metal Evolution, which focuses on one subgenre per episode.
1205	ContentsThe film discusses the traits and originators of some of metal's many subgenres, including the new wave of British heavy metal, power metal, nu metal, glam metal, thrash metal, black metal, and death metal.
1206	Dunn uses a family-tree-type flowchart to document some of the most popular metal subgenres.
1207	The film also explores various aspects of heavy metal culture.
1208	Notable segments include Dunn taking a trip to the Wacken Open Air festival, an interview with Dee Snider providing an analysis of the PMRC attack on heavy metal music, and an interview with several Norwegian black metal bands.
1209	Interviews
1210	The most insightful information given in the film comes from candid interviews with popular artists from metal's past and present.
1211	Notable interviews come from:ArtistBandBirthplaceAngela GossowArch EnemyCologne, GermanyAnn BoleynHellionCentralia, Washington|
1212	Tom Morello || Rage Against the Machine || New York City, New York|-| Ronnie James Dio ||
1213	Dio, Black Sabbath, Rainbow || Portsmouth, New Hampshire|-| Tony Iommi ||
1214	Black Sabbath ||
1215	Aston, United Kingdom|-| Alice Cooper || Alice Cooper || Detroit, Michigan|-| George \\"Corpsegrinder\\" Fisher ||
1216	Cannibal Corpse || Baltimore, Maryland|-| Alex Webster ||
1217	Cannibal Corpse || Akron, New York|-| Ihsahn || Emperor || Notodden, Norway|-| Samoth || Emperor ||
1218	Tromsø, Norway|-| Grutle Kjellson ||
1219	Enslaved || Rogaland, Norway|-| Kim McAuliffe || Girlschool || London, United Kingdom|-| Jackie Chambers || Girlschool || Leeds, United Kingdom|-| Gaahl || Gorgoroth || Espedal, Norway|-| Jørn Inge Tunsberg || Hades Almighty ||
1220	Norway|-| Bruce Dickinson ||
1221	Iron Maiden || Worksop, United Kingdom|-| Mercedes Lander || Kittie || London, Ontario|-| Morgan Lander || Kittie || London, Ontario|-| James \\"Munky\\" Shaffer || Korn || Rosedale, California|-| Randy Blythe || Lamb of God ||
1222	Richmond, Virginia|-| Mark Morton || Lamb of God ||
1223	Richmond, Virginia|-| Blasphemer || Mayhem || Norway|-| Necrobutcher || Mayhem || Norway|-| Vince Neil ||
1224	Mötley Crüe ||
1225	Los Angeles, California|-| Lemmy ||
1226	Motörhead ||
1227	Stoke-on-Trent, United Kingdom|-| Geddy Lee || Rush || North York, Ontario|-| Tom Araya || Slayer || Viña del Mar, Chile|-| Kerry King || Slayer || Los Angeles, California|-| Joey Jordison || Slipknot / Murderdolls || Des Moines, Iowa|-| Corey Taylor || Slipknot / Stone Sour || Des Moines, Iowa|-| John Kay || Steppenwolf || Tilsit, Germany|-| Dee Snider ||
1228	Twisted Sister || Massapequa, New York|-| Snake || Voivod || Jonquière, Quebec|-| Piggy || Voivod || Jonquière, Quebec|-|
1229	Doro Pesch ||
1230	Warlock, Doro || Düsseldorf, Germany|-| Rob Zombie || White Zombie, Rob Zombie || Haverhill, MassachusettsNon-musiciansBob Ezrin, record producer (Alice Cooper, Kiss, Pink Floyd)Deena Weinstein, sociologistRobert Walser, musicologistMalcolm Dome, journalist, writer, DJMike GuitorSam Guitor, fanJoe Bottiglieri, fanChuck Klosterman, writerEric Bryan, fan, bass player (Bryan currently plays bass for Los Angeles thrash metal band, Anger as Art)Robert Kampf, founder of Century MediaJoey Severance, tour managerEddie Trunk, DJRob Jones, DJPamela Des Barres, groupie, writer, author of I'm With The BandDonna Gaines, sociologistGavin Baddeley, writerMonte Conner, senior VP A&R - Roadrunner RecordsRolf Rasmussen, assistant minister of the Åsane churchBrian Slagel, owner/CEO of Metal Blade RecordsRose Dyson, writerKeith Kahn-Harris, writerSoundtrackAccept - \\"Balls to the Wall\\"Arch Enemy - \\"Silent Wars\\" (live)Blue Cheer - \\"Summertime Blues\\"Burn To Black - \\"Winter Rancid Skies\\"Burn To Black - \\"Into Shadow\\"Burn To Black - \\"Microcosmic\\"Burn To Black - \\"Hellspell\\"Cannibal Corpse - \\"Decency Defied\\"Children of Bodom - \\"Needled 24/7\\"David MacDonaldson -
1231	\\"Partita In C Minor - Chorale\\"Diamond Head - \\"Am I Evil?\\"Dio - \\"Heaven and Hell\\" (live from A Special From The Spectrum)
1232	Emperor - \\"Inno a Satana\\"Enslaved - \\"Return to Yggdrasil\\"Enslaved - \\"Havenless\\"Girlschool - \\"C'Mon Let's Go\\"Iron Maiden - \\"Run to the Hills\\" (live from Rock in Rio)
1233	Iron Maiden -
1234	\\"The Number of the Beast\\"Lamb of God - \\"Laid to Rest\\"Metallica - \\"Master of Puppets\\"Metallica - \\"Fight Fire With Fire\\"Mötley Crüe - \\"Girls, Girls, Girls\\"Motörhead - \\"Ace of Spades\\"Motörhead - \\"Killed by Death\\"Rage Against the Machine - \\"Killing in the Name\\"Richard Wagner - \\"Faust Overture\\"Rush - \\"Working Man\\"Sepultura - \\"Arise\\"Sepultura - \\"Beneath the Remains\\"Slayer - \\"Disciple\\"Slipknot - \\"(Sic)\\" (live)Tim Renwick and Andy Caine - \\"Ain't Got a Pot To...\\"Twisted Sister - \\"We're Not Gonna Take It\\"Van Halen - \\"Eruption\\" (live)Venom - \\"Bloodlust\\"\\"Definitive metal family tree\\"The chart from the film documents Dunn's view on the progression of subgenres of metal that have spawned over time as well as other styles of rock (i.e. hard rock, shock rock, punk rock, and hardcore) that have influence these styles of metal, while also attempting to list the prime examples of bands that fall into each category.
1235	Below is a typed version of that chart, which can be found on the second disc of the film's special edition DVD package.
1236	A new version was presented in the related TV series Metal Evolution which included a new \\"Pre-Metal\\" field that listed non-metal bands that had an influence on heavy metal and also listed additional bands as examples of the various subgenres.
1237	The film's flow chart of metal genres.
1238	Early Metal (1966−1971) Cream; Jimi Hendrix; Blue Cheer; Deep Purple; Led Zeppelin; MC5; Mountain; The Stooges; Black SabbathOriginal Hard Rock (1974−1979)Thin Lizzy; Blue Öyster Cult; Aerosmith; AC/DC; Ted NugentShock Rock (1968−1983)Arthur Brown; Alice Cooper; New York Dolls; Kiss; Ozzy Osbourne; W.A.S.P.  Early Punk (1976−1979)The Ramones; The Damned; Sex Pistols; The Clash; The Dead BoysPower Metal (1976−present)Scorpions; Judas Priest; Rainbow; Accept; Manowar; Dio; Yngwie J. Malmsteen; Helloween; Blind Guardian; HammerFall; Primal FearNew wave of British heavy metal (1979−1983)Motörhead; Saxon; Iron Maiden; Angel Witch; Girlschool; Tygers of Pan Tang; Diamond HeadProgressive Metal (1970−present)Uriah Heep; Rush; Queensrÿche; Savatage; Fates Warning; Voivod; Dream Theater; Meshuggah; Symphony X; EvergreyGlam Metal (1973−1990)Slade; Sweet; Hanoi Rocks; Mötley Crüe; Twisted Sister; Poison; Cinderella; Skid RowPop Metal (1978−present)Quiet Riot; Van Halen; Whitesnake; Def Leppard; Europe; Dokken; Lita Ford; Ratt; Guns N' Roses; Winger; Warrant; Doro; The DarknessDoom Metal (1982−present)Witchfinder General; Trouble; Candlemass; Cathedral; Kyuss; Today Is The DayOriginal Hardcore (1980−1986)Agnostic Front; D.O.A.; The Exploited; Bad Brains; Misfits; GBH; Discharge; Dead Kennedys; Minor Threat; Black FlagThrash Metal (1983−present)
1239	Metallica; Slayer; Anthrax; Megadeth; Exodus; Overkill; Kreator; Destruction; Sodom; Testament; Nuclear Assault; Death Angel; Pantera; Sepultura; Children of BodomFirst wave of black metal (1981−1986)Venom; Bathory; Mercyful Fate; Celtic FrostNorwegian black metal (1990−present)Mayhem; Darkthrone;Immortal; Gorgoroth; Emperor; Satyricon; Enslaved; Dimmu Borgir; Cradle Of Filth (UK)Grindcore (1987−present)Napalm Death; Carcass; Repulsion; Exhumed; Extreme Noise Terror; Cephalic Carnage; Brutal TruthDeath Metal (1985−present)Possessed; Death; Morbid Angel; Obituary; Deicide; Cannibal Corpse; Immolation; Autopsy; Nile; Dying FetusSwedish Death Metal (1990−present)Grave; Entombed; At the Gates; Unleashed; Dismember; Arch Enemy; Soilwork; In Flames; Dark Tranquillity; The HauntedGoth Metal (aka Doom Metal on the DVD) (1990−present)Paradise Lost; Tiamat; Therion; Type O Negative; My Dying Bride; Anathema; Theatre of Tragedy; Katatonia; OpethMetalcore (1985−present)Corrosion of Conformity; Suicidal Tendencies; Dirty Rotten Imbeciles; Machine Head; Stormtroopers of Death; Hatebreed; The Dillinger Escape PlanGrunge (1988−1994)Green River; The Melvins; Soundgarden; Mudhoney; Nirvana; Alice in Chains; Mother Love Bone; Stone Temple Pilots; Pearl JamIndustrial Metal (1988−present)Ministry; White Zombie; Godflesh; Nine Inch Nails; Fear Factory; Marilyn Manson; Static-XHard Alternative (1985−present)Faith
1240	No More; Jane's Addiction; Prong; Living Colour; The Smashing Pumpkins;
1241	Rage Against the Machine; ToolNu Metal (1994−2003)Biohazard; KoЯn; Limp Bizkit; Slipknot; Godsmack; Coal Chamber; System of a Down; Disturbed; KittieNew wave of American metal (2000−present)Shadows Fall; Lamb of God; Darkest Hour; Chimaira; Killswitch Engage; Unearth; God ForbidTimelineImageSize = width:1200 height:auto barincrement:20PlotArea = left:130 bottom:100 top:10 right:20Alignbars =
1242	justifyDateFormat  =
1243	mm/dd/yyyyPeriod =
1244	from:01/01/1966 till:12/01/2017TimeAxis =
1245	orientation:horizontal format:yyyyLegend = orientation:vertical position:bottom columns:1ScaleMajor =
1246	increment:2 start:1966ScaleMinor = increment:2 start:1967Colors =  id:Past     value:red        legend:
1247	Past  id:Current  value:green      legend:Current  id:Time     value:black      legend:DecadesLineData =  at:01/01/1970 color:black layer:back  at:01/01/1980 color:black layer:back  at:01/01/1990 color:black layer:back  at:01/01/2000 color:black layer:back  at:01/01/2010 color:black layer:backBarData =  bar:Metal           text:\\"Early Metal\\"  bar:Shock           text:\\"Shock Rock\\"  bar:Progressive     text:\\"Progressive Metal\\"  bar:Glam            text:\\"Glam Metal\\"  bar:Rock            text:\\"Original Hard Rock\\"  bar:Punk            text:\\"Early Punk\\"  bar:Power           text:\\"Power Metal\\"  bar:Pop             text:\\"Pop Metal\\"  bar:British         text:\\"NWOBHM\\"  bar:
1248	Hardcore        text:\\"Original Hardcore\\"  bar:Black           text:\\"First Wave of Black Metal\\"  bar:Doom            text:\\"Doom Metal\\"  bar:Thrash          text:\\"Thrash Metal\\"  bar:Death           text:\\"Death Metal\\"  bar:Core            text:\\"Metalcore\\"  bar:Alternative     text:\\"Hard Alternative\\"  bar:Grind           text:\\"Grindcore\\"  bar:Industrial      text:\\"Industrial Metal\\"  bar:G               text:\\"Grunge\\"  bar:Norwegian       text:\\"Norwegian Black Metal\\"  bar:Swedish         text:\\"Swedish Death Metal\\"  bar:Goth            text:\\"Goth Metal\\"  bar:Nu              text:\\"Nu Metal\\"  bar:American        text:\\"NWOAHM\\" bar: Revival            text:\\"Nu Metal Revival\\" bar: Kawaii             text:\\"Kawaii Metal\\"PlotData=  width:10 textcolor:black align:left anchor:from shift:(10,-4)
1249	  bar:Metal        from:01/01/1966 till:01/01/1971 color:Past  bar:Rock         from:01/01/1974 till:01/01/1979 color:Past  bar:Shock        from:01/01/1968 till:01/01/1983 color:Past  bar:Punk         from:01/01/1976 till:05/01/1979 color:Past  bar:Power        from:03/23/1976 till:end        color:
1250	Current  bar:British      from:05/01/1979 till:01/01/1983 color:Past  bar:Progressive  from:01/01/1970 till:end        color:
1251	Current  bar:Glam         from:01/01/1973 till:01/01/1990 color:Past  bar:Pop          from:01/01/1978 till:end        color:
1252	Current  bar:Doom         from:01/01/1982 till:end        color:
1253	Current  bar:Hardcore     from:01/01/1980 till:01/01/1986 color:Past  bar:Thrash       from:07/01/1983 till:end        color:
1254	Current  bar:Black        from:08/01/1981 till:01/01/1986 color:Past  bar:Norwegian    from:01/01/1990 till:end        color:
1255	Current  bar:Grind        from:01/01/1987 till:end        color:
1256	Current  bar:Death        from:01/01/1985 till:end        color:
1257	Current  bar:Swedish      from:01/01/1990 till:end        color:
1258	Current  bar:Goth         from:01/01/1990 till:end        color:
1259	Current  bar:
1260	Core         from:01/01/1985 till:end        color:
1261	Current  bar:G            from:06/01/1988 till:04/08/1994 color:Past  bar:Industrial   from:10/11/1988 till:end        color:
1262	Current  bar:Alternative  from:11/01/1985 till:end        color:
1263	Current  bar:Nu           from:10/11/1994 till:12/31/2003       color:Past  bar:American     from:01/01/2000 till:end        color:
1264	Current  bar:
1265	Revival       from: 07/13/2010 till:end        color:Current  ReceptionThe film received mostly positive reviews.
1266	It currently holds a 90% approval rating on Rotten Tomatoes, with an average rating of 6.9/10 and the critical consensus being: \\"Made by a metalhead, this documentary of the musical genre both informs and entertains with its range of interviewees.\\"CriticismSome brief controversy arose over the film's depiction of black metal, which many fans of the genre saw as being one-sided and biased during a screening documented in the film.
1267	In the special features to the DVD of the film, Dunn attempted a restitution to the concerns of the black metal fans by including an additional featurette.
1268	ReferencesExternal links[http://www.metalhistory.com/ Official Website]
1269	DeathgasmDeathgasm-poster.jpgJason Lei HowdenJason Lei HowdenSimon RabyJeff HurrellDark Sky Films (US)86 minutesNew ZealandEnglishDeathgasm is a 2015 New Zealand comedy horror film written and directed by Jason Lei Howden in his directorial debut.
1270	The film premiered on 14 March 2015 at South by Southwest and was released in theaters later that year to positive reviews.
1271	PlotLong after the death of his father, Brodie's mother is institutionalized at a mental hospital.
1272	The teenager is thus obliged to move into his uncle's place in Greypoint.
1273	Brodie is a heavy metal fan, which conflicts with Uncle Albert's fundamentalist Christian beliefs.
1274	His fellow high school students regard him as an outcast, which leads to bullying from other boys (including his cousin, David).
1275	Brodie's only friends are two \\"geeks\\" named Dion and Giles, both of whom spend most of their time playing role playing games.
1276	Brodie soon becomes acquainted with another heavy metal fan, Zakk, at a local record store.
1277	Shortly after, Zakk, Brodie, Dion, and Giles form a metal band called 'DEATHGASM'.
1278	To Brodie's surprise, the beautiful Medina appears to be interested in him and invites him to have ice cream with her.
1279	However, Brodie is too shy and misses the chance to kiss Medina by the end of the date.
1280	Later, Zakk tells Brodie about the metal musician Rikki Daggers, who is allegedly living nearby.
1281	Zakk convinces Brodie to accompany him to an abandoned house, where he suspects Daggers to be hiding.
1282	After breaking in, they find Daggers sleeping inside, holding a record album.
1283	When Brodie and Zakk try to steal the album, Daggers wakes up and attacks.
1284	When he hears a noise in his house, he hands them the record and tells them to run away.
1285	Moments after Zakk and Brodie have left, a well-dressed man named Vadin enters the house and kills Daggers.
1286	He appears to be part of a cult which is looking for \\"The Black Hymn,\\" medieval sheet music with the power to summon demons.
1287	Since Vadin failed to obtain the sheets of music, the cult's leader, Aeon, later has him beheaded.
1288	At home, Brodie notices the sheets of music hidden inside of the record's cover.
1289	The band plays the song, as lights flicker in response.
1290	Brodie's Uncle Albert, who is outside, hyperventilates and starts to bleed from his eyes.
1291	Brodie senses that something is wrong, and abruptly stops playing his guitar before they manage to complete the hymn.
1292	The next day in school, Brodie translates the Latin writing on the old sheets of music.
1293	He finds out it reads: \\"The black hymn.
1294	Play it to invoke the demon.\\"
1295	On the way home, Brodie's cousin David lies in wait for him and beats him up violently to make him stay away from Medina, in whom he is also interested.
1296	In the meanwhile, Medina meets Zakk by chance.
1297	She tells him that she could not find Brodie and asks him to give him a note.
1298	Zakk reads the note and finds out Medina wants to meet Brodie at the local park in the late evening.
1299	He does not pass it on to Brodie, but goes there himself and lies to Medina that Brodie does not want to see her.
1300	Then he puts his jacket around her shoulders and they kiss.
1301	Brodie suspects that playing the Black Hymn is somehow connected to dark forces.
1302	Due to the humiliation by David and his friend, he wants to take possession of these powers to take revenge and therefore calls the band together to play the hymn.
1303	After having played it, the stereo equipment explodes and all band members fall unconscious.
1304	After waking up, all four notice that something has changed.
1305	Brodie meets Terry, a strange and frightening being in the school's toilet, who threatens him.
1306	Soon after the encounter with Terry, Mr. Cappenhurst starts to bleed from his body's orifices and throws up blood on a student during a lesson.
1307	In the evening, Brodie meets Zakk in a repair shop to tell him what happened where they are attacked by Zakk's father.
1308	The latter acts as if possessed, tears out his own eyes and then tries to kill them, but the two manage to defend themselves and kill him.
1309	Meanwhile, Dion and Giles also are attacked and nearly killed by a possessed, but Medina manages to save them by killing the possessed man using an axe.
1310	They decide to hide in the school's panic room and leave a note on Brodie's door to inform him about their whereabouts.
1311	Trying to find out what is happening, Zakk and Brodie meets with Abigail, a fortune teller.
1312	She tells them they have invoked the demon Aeloth \\"The Blind One\\" by playing the hymn, and that the residents of town are now possessed by Aeloth's minions, which kill every human being in order to prepare Aeloth's arrival.
1313	By 3 AM, Aeloth will merge with the most evil human being present.
1314	Before she is able to tell them how to undo Aeloth's summoning, she is killed by two of the possessed.
1315	Zakk is not interested in fighting Aeloth any further and decides to watch the town's doom from a nearby hill, but Brodie manages to convince him to help because he assumes the summoning will be undone by playing the Black Hymn backwards.
1316	They drive to Brodie's house to obtain the sheets of music.
1317	However, Zakk secretly removes the note stuck to the door by Dion, Giles and Medina and the sheets of music are blown out of the window by the wind.
1318	Suddenly, they are attacked by Brodie's uncle Albert and his wife Mary who have also been possessed, but manage to kill them using three dildos and a chainsaw.
1319	In contrast to his parents, Brodie's cousin David has not transformed yet, but Brodie decapitates David anyway as he enters the room.
1320	Having decided they will search the sheets of paper, Zakk and Brodie craft a few weapons and go after them.
1321	In the meantime, the members of the cult have come to Greypoint to serve Aeloth.
1322	They meet with Terry who appears to be Aeloth's ambassador.
1323	Terry promises Aeon that Aeloth will merge with him.
1324	In this moment, Aeson is killed by his acolyte Shanna, who then claims the lead of the cult.
1325	After having found all the sheets of notes, Zakk and Brodie go to the school building since they know there are amplifiers which allow them to play the hymn backwards.
1326	There, they meet Dion, Giles and Medina.
1327	As Brodie notices Zakk's jacket in Medina's bag, Zakk's lie is revealed.
1328	Brodied is hurt and angered by Zakk's betrayal, and Zakk tells Brodie he is not interested in Medina but simply wanted to have some fun to which Brodie responds with a punch to Zakk's face.
1329	A fight ensues between the two, which Zakk manages to win.
1330	He then decides to leave town.
1331	Reasoning that they can stop the evil by playing the music backwards, and that they must play loud enough for the entire town to hear, Brodie and the others go to Rikki Daggers’ house to use Rikki’s amplifiers.
1332	There, Shanna and the cult confront the teens.
1333	Shanna takes Medina hostage, forcing Brodie to turn over the music pages in an exchange.
1334	Shanna tears up the sheets and takes everyone prisoner.
1335	However, Zakk feels remorse for his friends and returns to them.
1336	He manages to free them and they attack the cult during their ritual for Aeloth.
1337	Brodie starts to play the Black Hymn backwards while the others defend him from the attacks by the cult members.
1338	In this fight, most of the cult members as well as Dion and Giles are killed.
1339	Brodie does not manage to play the hymn entirely before 3 AM, so Aeloth is able to enter Shanna's body.
1340	Zakk then kills her, but since he is the most evil person amongst the remaining, Aeloth then takes possession of his body.
1341	Brodie realizes it's too late to complete the hymn, so instead he just plays heavy metal straight from his heart.
1342	The power of the music causes Zakk to collapse and temporarily transform back into his human body, but the respite is brief as Zakk can feel the demon trying to regain control.
1343	 Zakk then urges Brodie to kill him in order to prevent the demon's resurrection, which Brodie eventually does.
1344	A few months later, Brodie and Medina are a happy Death Metal couple in Greypoint.
1345	Brodie puts on a record and Zakk's spirit plays a prank to make it look like Aeloth is returning.
1346	In a post-credits scene, Brodie and Zakk (who is speaking through the record player) have a conversation about what hell is like.
1347	CastMilo Cawthorne as BrodieJames Blake as Zakk Kimberley Crossman as Medina Sam Berkley as DionDaniel Cresswell as GilesDelaney Tabron as ShannaStephen Ure as Rikki DaggersTim Foley as VadinKate Elliott as AbigailNick Hoskins-Smith as DavidColin Moy as Uncle AlbertJodie Rimmer as Aunt MaryErroll Shand as ByronAndrew Laing as AeonAaron McGregor as TerryCameron Rhodes as Mr. CappenhurstCampbell Rousselle as RonPaula Hallagher as Brodie's MumProductionHowden took inspiration from his teenage years, in which he was a social outcast and fan of heavy metal music.
1348	The film won the 2013 Make My Horror Movie contest and received a NZ$200,000 prize to go toward production, which took place in mid-2014.
1349	 Executive producer Ant Timpson cited Howden's \\"sheer enthusiasm and utter commitment\\" as to why it won.
1350	ReceptionRotten Tomatoes reports that 88% of 25 critics gave the film a positive notice; the average rating is 6.4/10.
1351	The site's consensus states: \\"Deathgasm plumbs the blood-spattered depths of grindhouse gore with enough giddy glee to satisfy genre enthusiasts looking for a thrill.\\"
1352	On Metacritic, the film has a 65 out of 100 rating, based on 10 critics, indicating \\"generally favorable reviews\\".
1353	Dennis Harvey of Variety wrote that the script does not live up the vivid splatter effects, but the film's \\"consistent if undiscriminating high energy engenders a certain persuasive goodwill\\".
1354	Richard Whittaker of The Austin Chronicle wrote, \\"Shamelessly low-brow, reaching a beer-fueled gleeful high with a zombie-vs.-sex toys battle, it's a very metal tribute to the grand tradition of Kiwi splatter comedies.\\"
1355	Matt Donato of We Got This Covered rated it 4/5 stars and wrote, \\"Deathgasm is the ultimate midnight movie (for metalheads especially), hitting on notes of horror insanity that blend face-melting riffage with equally outstanding practical effects.
1356	\\"At Bloody Disgusting, Brad Miska and Patrick Cooper reviewed the film, and both rated it four out of five stars.
1357	Miska called it \\"the most metal horror film ever\\", and Cooper said that it was \\"the movie the SXSW Midnighters category was created for\\".
1358	Drew Tinnin of Dread Central rated it 4/5 stars and wrote, \\"Deathgasm knows exactly what it is and where its heart is, giving genre fans a welcome return to heavy metal in horror without cutting back on any of the splatstick that New Zealand has become known for, for better or worse.\\"
1359	Zach Gayne of Twitch Film wrote, \\"[T]he voice that shines through the hysterical dialogue and playfully comic editing, is so teenage, so punk, it makes a beat-to-death genre feel refreshing.\\"
1360	Heather Wixson of Daily Dead rated it 5/5 stars and called it a \\"ridiculously fun and bombastic celebration of horror and heavy metal\\".
1361	In early 2016, Walmart refused to sell Deathgasm in its current form.
1362	Walmart renamed the film to a more 'acceptable' title \\"Heavy Metal Apocalypse.\\"
1363	AccoladesNominated for a Fangoria Chainsaw Award, Best Makeup FX/Creature DesignToronto After Dark Film FestivalBest Feature Film – ANCHOR BAY ENTERTAINMENT AUDIENCE CHOICE AWARD WINNER:
